Accession	Species	Class
HsCD00539912	Homo sapiens	2
HsCD00539913	Homo sapiens	1
HsCD00539915	Homo sapiens	2
HsCD00539916	Homo sapiens	2
HsCD00539917	Homo sapiens	2
HsCD00539918	Homo sapiens	2
HsCD00539919	Homo sapiens	1
HsCD00539920	Homo sapiens	2
HsCD00539921	Homo sapiens	2
HsCD00539922	Homo sapiens	2
HsCD00539923	Homo sapiens	1
HsCD00539924	Homo sapiens	1
HsCD00539925	Homo sapiens	1
HsCD00539926	Homo sapiens	2
HsCD00539927	Homo sapiens	2
HsCD00539928	Homo sapiens	1
HsCD00539929	Homo sapiens	1
HsCD00539930	Homo sapiens	2
HsCD00539931	Homo sapiens	1
HsCD00539932	Homo sapiens	1
HsCD00539933	Homo sapiens	1
HsCD00583687	Homo sapiens	2
HsCD00583690	Homo sapiens	1
HsCD00583691	Homo sapiens	1
HsCD00583692	Homo sapiens	1
HsCD00583693	Homo sapiens	1
HsCD00583694	Homo sapiens	1
HsCD00583695	Homo sapiens	2
HsCD00583696	Homo sapiens	2
HsCD00583697	Homo sapiens	2
HsCD00583698	Homo sapiens	2
HsCD00583699	Homo sapiens	2
HsCD00583700	Homo sapiens	1
HsCD00583701	Homo sapiens	1
HsCD00583702	Homo sapiens	2
HsCD00583703	Homo sapiens	1
HsCD00583704	Homo sapiens	1
HsCD00583705	Homo sapiens	1
HsCD00583706	Homo sapiens	1
HsCD00583707	Homo sapiens	1
HsCD00583708	Homo sapiens	1
HsCD00583709	Homo sapiens	1
HsCD00583710	Homo sapiens	2
HsCD00583711	Homo sapiens	2
HsCD00583712	Homo sapiens	2
HsCD00583713	Homo sapiens	1
HsCD00583714	Homo sapiens	2
HsCD00583715	Homo sapiens	1
HsCD00583716	Homo sapiens	2
HsCD00583717	Homo sapiens	1
HsCD00583722	Homo sapiens	2
HsCD00583727	Homo sapiens	1
HsCD00583728	Homo sapiens	2
HsCD00583729	Homo sapiens	2
HsCD00583730	Homo sapiens	2
HsCD00583735	Homo sapiens	1
HsCD00583736	Homo sapiens	1
HsCD00583737	Homo sapiens	1
HsCD00583738	Homo sapiens	1
HsCD00583739	Homo sapiens	1
HsCD00583740	Homo sapiens	2
HsCD00583741	Homo sapiens	2
HsCD00583742	Homo sapiens	2
HsCD00583743	Homo sapiens	2
HsCD00583746	Homo sapiens	1
HsCD00583747	Homo sapiens	1
HsCD00583748	Homo sapiens	1
HsCD00583749	Homo sapiens	1
HsCD00583750	Homo sapiens	2
HsCD00583751	Homo sapiens	1
HsCD00583754	Homo sapiens	2
HsCD00583755	Homo sapiens	2
HsCD00583757	Homo sapiens	2
HsCD00583759	Homo sapiens	2
HsCD00583760	Homo sapiens	2
HsCD00583761	Homo sapiens	2
HsCD00583762	Homo sapiens	2
HsCD00583763	Homo sapiens	1
HsCD00583764	Homo sapiens	1
HsCD00583765	Homo sapiens	1
HsCD00583767	Homo sapiens	2
HsCD00583768	Homo sapiens	2
HsCD00583770	Homo sapiens	2
HsCD00583773	Homo sapiens	1
HsCD00583774	Homo sapiens	1
HsCD00583776	Homo sapiens	1
HsCD00583777	Homo sapiens	1
HsCD00583778	Homo sapiens	1
HsCD00583779	Homo sapiens	2
HsCD00583780	Homo sapiens	1
HsCD00583781	Homo sapiens	1
HsCD00583782	Homo sapiens	1
HsCD00583783	Homo sapiens	1
HsCD00583784	Homo sapiens	1
HsCD00583785	Homo sapiens	1
HsCD00583788	Homo sapiens	1
HsCD00583789	Homo sapiens	1
HsCD00583792	Homo sapiens	1
HsCD00583793	Homo sapiens	1
HsCD00583811	Homo sapiens	2
HsCD00583813	Homo sapiens	2
HsCD00583814	Homo sapiens	1
HsCD00583816	Homo sapiens	2
HsCD00583817	Homo sapiens	1
HsCD00583818	Homo sapiens	2
HsCD00583820	Homo sapiens	1
HsCD00583821	Homo sapiens	2
HsCD00583822	Homo sapiens	2
HsCD00583823	Homo sapiens	1
HsCD00583824	Homo sapiens	1
HsCD00583826	Homo sapiens	1
HsCD00583827	Homo sapiens	2
HsCD00583829	Homo sapiens	1
HsCD00583830	Homo sapiens	2
HsCD00583831	Homo sapiens	2
HsCD00583832	Homo sapiens	1
HsCD00583833	Homo sapiens	1
HsCD00583835	Homo sapiens	2
HsCD00583836	Homo sapiens	2
HsCD00583838	Homo sapiens	1
HsCD00583842	Homo sapiens	2
HsCD00583843	Homo sapiens	2
HsCD00583844	Homo sapiens	1
HsCD00583845	Homo sapiens	1
HsCD00583846	Homo sapiens	1
HsCD00583853	Homo sapiens	2
HsCD00583857	Homo sapiens	1
HsCD00583858	Homo sapiens	1
HsCD00583859	Homo sapiens	1
HsCD00583860	Homo sapiens	1
HsCD00583861	Homo sapiens	1
HsCD00583862	Homo sapiens	1
HsCD00583866	Homo sapiens	2
HsCD00583867	Homo sapiens	2
HsCD00583868	Homo sapiens	1
HsCD00583869	Homo sapiens	1
HsCD00583870	Homo sapiens	1
HsCD00583871	Homo sapiens	1
HsCD00583872	Homo sapiens	1
HsCD00583873	Homo sapiens	2
HsCD00583874	Homo sapiens	1
HsCD00583878	Homo sapiens	2
HsCD00583879	Homo sapiens	1
HsCD00583889	Homo sapiens	2
HsCD00583890	Homo sapiens	1
HsCD00583893	Homo sapiens	1
HsCD00583894	Homo sapiens	2
HsCD00583895	Homo sapiens	2
HsCD00583896	Homo sapiens	2
HsCD00583897	Homo sapiens	2
HsCD00583898	Homo sapiens	2
HsCD00583899	Homo sapiens	2
HsCD00583900	Homo sapiens	2
HsCD00583901	Homo sapiens	2
HsCD00583902	Homo sapiens	2
HsCD00583904	Homo sapiens	2
HsCD00583906	Homo sapiens	1
HsCD00583907	Homo sapiens	2
HsCD00583908	Homo sapiens	2
HsCD00583910	Homo sapiens	1
HsCD00583916	Homo sapiens	2
HsCD00583917	Homo sapiens	2
HsCD00583918	Homo sapiens	1
HsCD00583919	Homo sapiens	1
HsCD00583921	Homo sapiens	1
HsCD00583922	Homo sapiens	1
HsCD00583923	Homo sapiens	1
HsCD00583924	Homo sapiens	1
HsCD00583925	Homo sapiens	1
HsCD00583926	Homo sapiens	1
HsCD00583927	Homo sapiens	1
HsCD00583928	Homo sapiens	1
HsCD00583929	Homo sapiens	1
HsCD00583930	Homo sapiens	1
HsCD00583932	Homo sapiens	2
HsCD00583933	Homo sapiens	2
HsCD00583934	Homo sapiens	2
HsCD00583935	Homo sapiens	2
HsCD00583936	Homo sapiens	2
HsCD00583937	Homo sapiens	2
HsCD00583938	Homo sapiens	2
HsCD00583939	Homo sapiens	2
HsCD00583940	Homo sapiens	2
HsCD00583941	Homo sapiens	2
HsCD00583942	Homo sapiens	2
HsCD00583943	Homo sapiens	2
HsCD00583944	Homo sapiens	2
HsCD00583945	Homo sapiens	2
HsCD00583946	Homo sapiens	1
HsCD00583947	Homo sapiens	2
HsCD00583948	Homo sapiens	2
HsCD00583951	Homo sapiens	1
HsCD00583952	Homo sapiens	1
HsCD00583953	Homo sapiens	1
HsCD00583954	Homo sapiens	1
HsCD00583955	Homo sapiens	1
HsCD00583956	Homo sapiens	1
HsCD00583957	Homo sapiens	2
HsCD00583958	Homo sapiens	1
HsCD00583959	Homo sapiens	2
HsCD00583960	Homo sapiens	2
HsCD00583961	Homo sapiens	2
HsCD00584002	Homo sapiens	2
HsCD00584003	Homo sapiens	1
HsCD00584004	Homo sapiens	1
HsCD00584006	Homo sapiens	1
HsCD00584008	Homo sapiens	1
HsCD00584011	Homo sapiens	1
HsCD00584012	Homo sapiens	1
HsCD00584014	Homo sapiens	1
HsCD00584015	Homo sapiens	2
HsCD00584016	Homo sapiens	1
HsCD00584017	Homo sapiens	1
HsCD00584018	Homo sapiens	1
HsCD00584019	Homo sapiens	2
HsCD00584020	Homo sapiens	2
HsCD00584021	Homo sapiens	2
HsCD00584022	Homo sapiens	1
HsCD00584023	Homo sapiens	1
HsCD00584024	Homo sapiens	1
HsCD00584025	Homo sapiens	2
HsCD00584027	Homo sapiens	1
HsCD00584030	Homo sapiens	1
HsCD00584031	Homo sapiens	1
HsCD00584032	Homo sapiens	1
HsCD00584033	Homo sapiens	1
HsCD00584034	Homo sapiens	1
HsCD00584035	Homo sapiens	2
HsCD00584040	Homo sapiens	1
HsCD00584041	Homo sapiens	1
HsCD00584043	Homo sapiens	1
HsCD00584044	Homo sapiens	1
HsCD00584045	Homo sapiens	1
HsCD00584047	Homo sapiens	1
HsCD00584049	Homo sapiens	1
HsCD00584051	Homo sapiens	2
HsCD00584052	Homo sapiens	2
HsCD00584053	Homo sapiens	2
HsCD00584054	Homo sapiens	2
HsCD00584055	Homo sapiens	2
HsCD00584056	Homo sapiens	2
HsCD00584057	Homo sapiens	1
HsCD00584058	Homo sapiens	1
HsCD00584061	Homo sapiens	2
HsCD00584065	Homo sapiens	1
HsCD00584067	Homo sapiens	1
HsCD00584075	Homo sapiens	1
HsCD00584076	Homo sapiens	1
HsCD00584077	Homo sapiens	2
HsCD00584078	Homo sapiens	1
HsCD00584080	Homo sapiens	1
HsCD00584081	Homo sapiens	2
HsCD00584082	Homo sapiens	2
HsCD00584086	Homo sapiens	1
HsCD00584087	Homo sapiens	1
HsCD00584088	Homo sapiens	1
HsCD00584089	Homo sapiens	1
HsCD00584091	Homo sapiens	1
HsCD00584092	Homo sapiens	1
HsCD00584095	Homo sapiens	1
HsCD00584096	Homo sapiens	1
HsCD00584097	Homo sapiens	1
HsCD00584098	Homo sapiens	1
HsCD00584099	Homo sapiens	2
HsCD00584100	Homo sapiens	1
HsCD00584101	Homo sapiens	1
HsCD00584102	Homo sapiens	1
HsCD00584104	Homo sapiens	1
HsCD00584105	Homo sapiens	1
HsCD00584106	Homo sapiens	1
HsCD00584107	Homo sapiens	2
HsCD00584108	Homo sapiens	1
HsCD00584112	Homo sapiens	1
HsCD00584113	Homo sapiens	1
HsCD00584114	Homo sapiens	1
HsCD00584115	Homo sapiens	1
HsCD00584116	Homo sapiens	1
HsCD00584117	Homo sapiens	1
HsCD00584118	Homo sapiens	2
HsCD00584119	Homo sapiens	1
HsCD00584120	Homo sapiens	1
HsCD00584122	Homo sapiens	1
HsCD00584127	Homo sapiens	1
HsCD00584128	Homo sapiens	1
HsCD00584129	Homo sapiens	1
HsCD00584130	Homo sapiens	1
HsCD00584131	Homo sapiens	2
HsCD00584133	Homo sapiens	2
HsCD00584134	Homo sapiens	2
HsCD00584135	Homo sapiens	1
HsCD00584136	Homo sapiens	1
HsCD00584146	Homo sapiens	2
HsCD00584153	Homo sapiens	1
HsCD00584158	Homo sapiens	1
HsCD00584159	Homo sapiens	1
HsCD00584163	Homo sapiens	2
HsCD00584167	Homo sapiens	1
HsCD00584219	Homo sapiens	2
HsCD00584220	Homo sapiens	2
HsCD00584221	Homo sapiens	2
HsCD00584222	Homo sapiens	2
HsCD00584224	Homo sapiens	1
HsCD00584225	Homo sapiens	1
HsCD00584226	Homo sapiens	1
HsCD00584227	Homo sapiens	1
HsCD00584228	Homo sapiens	2
HsCD00584229	Homo sapiens	2
HsCD00584231	Homo sapiens	1
HsCD00584232	Homo sapiens	2
HsCD00584233	Homo sapiens	2
HsCD00584235	Homo sapiens	2
HsCD00584237	Homo sapiens	2
HsCD00584238	Homo sapiens	1
HsCD00584239	Homo sapiens	1
HsCD00584240	Homo sapiens	1
HsCD00584241	Homo sapiens	1
HsCD00584242	Homo sapiens	2
HsCD00584245	Homo sapiens	1
HsCD00584246	Homo sapiens	2
HsCD00584247	Homo sapiens	2
HsCD00584251	Homo sapiens	2
HsCD00584255	Homo sapiens	2
HsCD00584256	Homo sapiens	2
HsCD00584257	Homo sapiens	2
HsCD00584258	Homo sapiens	1
HsCD00584259	Homo sapiens	1
HsCD00584260	Homo sapiens	2
HsCD00584261	Homo sapiens	2
HsCD00584262	Homo sapiens	2
HsCD00584263	Homo sapiens	2
HsCD00584264	Homo sapiens	2
HsCD00584266	Homo sapiens	2
HsCD00584271	Homo sapiens	2
HsCD00584272	Homo sapiens	2
HsCD00584299	Homo sapiens	2
HsCD00584301	Homo sapiens	1
HsCD00584302	Homo sapiens	1
HsCD00584306	Homo sapiens	2
HsCD00584307	Homo sapiens	2
HsCD00584308	Homo sapiens	2
HsCD00584310	Homo sapiens	1
HsCD00584311	Homo sapiens	1
HsCD00584312	Homo sapiens	1
HsCD00584313	Homo sapiens	1
HsCD00584314	Homo sapiens	2
HsCD00584315	Homo sapiens	2
HsCD00584316	Homo sapiens	2
HsCD00584317	Homo sapiens	2
HsCD00584318	Homo sapiens	2
HsCD00584319	Homo sapiens	2
HsCD00584320	Homo sapiens	2
HsCD00584322	Homo sapiens	1
HsCD00584323	Homo sapiens	1
HsCD00584324	Homo sapiens	1
HsCD00584325	Homo sapiens	1
HsCD00584328	Homo sapiens	2
HsCD00584329	Homo sapiens	2
HsCD00584330	Homo sapiens	2
HsCD00584331	Homo sapiens	1
HsCD00584333	Homo sapiens	1
HsCD00584334	Homo sapiens	2
HsCD00584335	Homo sapiens	2
HsCD00584441	Homo sapiens	1
HsCD00584442	Homo sapiens	2
HsCD00584443	Homo sapiens	1
HsCD00584444	Homo sapiens	2
HsCD00584445	Homo sapiens	1
HsCD00584446	Homo sapiens	2
HsCD00584447	Homo sapiens	1
HsCD00584448	Homo sapiens	1
HsCD00584449	Homo sapiens	1
HsCD00584450	Homo sapiens	1
HsCD00584451	Homo sapiens	1
HsCD00584452	Homo sapiens	1
HsCD00584453	Homo sapiens	1
HsCD00584454	Homo sapiens	1
HsCD00584455	Homo sapiens	2
HsCD00584457	Homo sapiens	2
HsCD00584458	Homo sapiens	2
HsCD00584459	Homo sapiens	2
HsCD00584460	Homo sapiens	2
HsCD00584461	Homo sapiens	2
HsCD00584463	Homo sapiens	2
HsCD00584464	Homo sapiens	2
HsCD00584951	Homo sapiens	1
HsCD00584956	Homo sapiens	1
HsCD00584957	Homo sapiens	1
HsCD00584958	Homo sapiens	1
HsCD00584959	Homo sapiens	1
HsCD00584960	Homo sapiens	2
HsCD00584964	Homo sapiens	2
HsCD00584969	Homo sapiens	1
HsCD00584970	Homo sapiens	1
HsCD00584971	Homo sapiens	2
HsCD00584972	Homo sapiens	1
HsCD00584973	Homo sapiens	1
HsCD00584975	Homo sapiens	1
HsCD00584976	Homo sapiens	2
HsCD00584978	Homo sapiens	1
HsCD00584979	Homo sapiens	1
HsCD00584980	Homo sapiens	2
HsCD00584981	Homo sapiens	2
HsCD00584983	Homo sapiens	1
HsCD00584988	Homo sapiens	2
HsCD00584989	Homo sapiens	1
HsCD00584990	Homo sapiens	1
HsCD00584991	Homo sapiens	1
HsCD00584992	Homo sapiens	1
HsCD00584993	Homo sapiens	1
HsCD00584994	Homo sapiens	2
HsCD00584995	Homo sapiens	2
HsCD00584996	Homo sapiens	2
HsCD00584997	Homo sapiens	2
HsCD00584998	Homo sapiens	2
HsCD00584999	Homo sapiens	1
HsCD00585000	Homo sapiens	2
HsCD00585001	Homo sapiens	2
HsCD00585002	Homo sapiens	1
HsCD00585004	Homo sapiens	2
HsCD00585005	Homo sapiens	2
HsCD00585007	Homo sapiens	2
HsCD00585008	Homo sapiens	2
HsCD00585009	Homo sapiens	2
HsCD00585010	Homo sapiens	2
HsCD00585012	Homo sapiens	1
HsCD00585013	Homo sapiens	2
HsCD00585014	Homo sapiens	2
HsCD00585015	Homo sapiens	1
HsCD00585016	Homo sapiens	2
HsCD00585017	Homo sapiens	1
HsCD00585018	Homo sapiens	2
HsCD00585019	Homo sapiens	2
HsCD00585020	Homo sapiens	2
HsCD00585021	Homo sapiens	1
HsCD00585022	Homo sapiens	1
HsCD00585023	Homo sapiens	2
HsCD00585024	Homo sapiens	2
HsCD00585025	Homo sapiens	2
HsCD00585026	Homo sapiens	2
HsCD00585027	Homo sapiens	2
HsCD00585028	Homo sapiens	1
HsCD00585030	Homo sapiens	1
HsCD00585031	Homo sapiens	1
HsCD00585032	Homo sapiens	2
HsCD00585033	Homo sapiens	2
HsCD00585034	Homo sapiens	1
HsCD00585035	Homo sapiens	1
HsCD00585036	Homo sapiens	2
HsCD00585038	Homo sapiens	2
HsCD00585039	Homo sapiens	1
HsCD00585040	Homo sapiens	2
HsCD00585041	Homo sapiens	1
HsCD00585042	Homo sapiens	2
HsCD00585043	Homo sapiens	1
HsCD00585044	Homo sapiens	1
HsCD00585045	Homo sapiens	1
HsCD00585046	Homo sapiens	1
HsCD00585050	Homo sapiens	2
HsCD00585052	Homo sapiens	2
HsCD00585053	Homo sapiens	2
HsCD00585054	Homo sapiens	2
HsCD00585055	Homo sapiens	1
HsCD00585058	Homo sapiens	2
HsCD00585059	Homo sapiens	1
HsCD00585060	Homo sapiens	1
HsCD00585098	Homo sapiens	2
HsCD00585101	Homo sapiens	2
HsCD00585104	Homo sapiens	1
HsCD00585224	Homo sapiens	2
HsCD00585225	Homo sapiens	2
HsCD00585226	Homo sapiens	2
HsCD00585227	Homo sapiens	2
HsCD00585228	Homo sapiens	2
HsCD00585229	Homo sapiens	2
HsCD00585232	Homo sapiens	2
HsCD00585234	Homo sapiens	1
HsCD00585235	Homo sapiens	1
HsCD00585236	Homo sapiens	1
HsCD00585237	Homo sapiens	2
HsCD00585238	Homo sapiens	2
HsCD00585239	Homo sapiens	2
HsCD00585240	Homo sapiens	2
HsCD00585241	Homo sapiens	2
HsCD00585242	Homo sapiens	2
HsCD00585243	Homo sapiens	2
HsCD00585244	Homo sapiens	1
HsCD00585246	Homo sapiens	1
HsCD00585247	Homo sapiens	1
HsCD00585248	Homo sapiens	1
HsCD00585249	Homo sapiens	1
HsCD00585250	Homo sapiens	1
HsCD00585255	Homo sapiens	1
HsCD00585257	Homo sapiens	1
HsCD00585259	Homo sapiens	1
HsCD00585261	Homo sapiens	1
HsCD00585262	Homo sapiens	1
HsCD00585263	Homo sapiens	1
HsCD00585338	Homo sapiens	1
HsCD00585339	Homo sapiens	1
HsCD00585340	Homo sapiens	2
HsCD00585341	Homo sapiens	2
HsCD00585343	Homo sapiens	2
HsCD00585347	Homo sapiens	1
HsCD00585348	Homo sapiens	2
HsCD00585349	Homo sapiens	2
HsCD00585361	Homo sapiens	2
HsCD00585368	Homo sapiens	1
HsCD00585371	Homo sapiens	1
HsCD00585372	Homo sapiens	1
HsCD00585373	Homo sapiens	1
HsCD00585374	Homo sapiens	1
HsCD00585375	Homo sapiens	2
HsCD00585376	Homo sapiens	2
HsCD00585377	Homo sapiens	2
HsCD00585378	Homo sapiens	2
HsCD00585379	Homo sapiens	2
HsCD00585380	Homo sapiens	2
HsCD00585381	Homo sapiens	2
HsCD00585382	Homo sapiens	2
HsCD00585383	Homo sapiens	1
HsCD00585384	Homo sapiens	1
HsCD00585385	Homo sapiens	1
HsCD00585387	Homo sapiens	2
HsCD00585388	Homo sapiens	1
HsCD00585390	Homo sapiens	2
HsCD00585392	Homo sapiens	1
HsCD00585394	Homo sapiens	2
HsCD00585395	Homo sapiens	1
HsCD00585396	Homo sapiens	2
HsCD00585397	Homo sapiens	2
HsCD00585398	Homo sapiens	1
HsCD00585399	Homo sapiens	1
HsCD00585400	Homo sapiens	1
HsCD00585401	Homo sapiens	1
HsCD00585402	Homo sapiens	2
HsCD00585404	Homo sapiens	1
HsCD00585407	Homo sapiens	1
HsCD00585408	Homo sapiens	2
HsCD00585409	Homo sapiens	2
HsCD00585410	Homo sapiens	1
HsCD00585411	Homo sapiens	2
HsCD00585412	Homo sapiens	2
HsCD00585413	Homo sapiens	2
HsCD00585414	Homo sapiens	2
HsCD00585415	Homo sapiens	2
HsCD00585417	Homo sapiens	2
HsCD00585418	Homo sapiens	2
HsCD00585419	Homo sapiens	2
HsCD00585425	Homo sapiens	1
HsCD00585426	Homo sapiens	1
HsCD00585427	Homo sapiens	1
HsCD00585428	Homo sapiens	1
HsCD00585429	Homo sapiens	1
HsCD00585431	Homo sapiens	1
HsCD00585432	Homo sapiens	1
HsCD00585433	Homo sapiens	1
HsCD00585434	Homo sapiens	1
HsCD00585435	Homo sapiens	1
HsCD00585437	Homo sapiens	2
HsCD00585438	Homo sapiens	2
HsCD00585439	Homo sapiens	2
HsCD00585440	Homo sapiens	2
HsCD00585442	Homo sapiens	1
HsCD00585443	Homo sapiens	1
HsCD00585445	Homo sapiens	1
HsCD00585447	Homo sapiens	1
HsCD00585449	Homo sapiens	1
HsCD00585451	Homo sapiens	1
HsCD00585452	Homo sapiens	2
HsCD00585453	Homo sapiens	2
HsCD00585455	Homo sapiens	2
HsCD00585456	Homo sapiens	2
HsCD00585457	Homo sapiens	1
HsCD00585461	Homo sapiens	2
HsCD00585464	Homo sapiens	2
HsCD00585466	Homo sapiens	2
HsCD00585467	Homo sapiens	2
HsCD00585469	Homo sapiens	1
HsCD00585470	Homo sapiens	2
HsCD00585471	Homo sapiens	2
HsCD00585472	Homo sapiens	2
HsCD00585473	Homo sapiens	1
HsCD00585474	Homo sapiens	1
HsCD00585475	Homo sapiens	2
HsCD00585476	Homo sapiens	2
HsCD00585478	Homo sapiens	2
HsCD00585479	Homo sapiens	2
HsCD00585480	Homo sapiens	1
HsCD00585553	Homo sapiens	1
HsCD00585554	Homo sapiens	1
HsCD00585555	Homo sapiens	1
HsCD00585557	Homo sapiens	1
HsCD00585559	Homo sapiens	2
HsCD00585563	Homo sapiens	2
HsCD00585564	Homo sapiens	2
HsCD00585565	Homo sapiens	2
HsCD00585566	Homo sapiens	1
HsCD00585567	Homo sapiens	1
HsCD00585568	Homo sapiens	1
HsCD00585569	Homo sapiens	1
HsCD00585571	Homo sapiens	1
HsCD00585599	Homo sapiens	2
HsCD00585600	Homo sapiens	1
HsCD00585601	Homo sapiens	1
HsCD00585602	Homo sapiens	1
HsCD00585606	Homo sapiens	1
HsCD00585612	Homo sapiens	2
HsCD00585613	Homo sapiens	1
HsCD00585614	Homo sapiens	1
HsCD00585615	Homo sapiens	1
HsCD00585616	Homo sapiens	1
HsCD00585809	Homo sapiens	1
HsCD00585810	Homo sapiens	1
HsCD00585812	Homo sapiens	2
HsCD00585813	Homo sapiens	1
HsCD00585814	Homo sapiens	1
HsCD00585816	Homo sapiens	1
HsCD00585817	Homo sapiens	1
HsCD00585818	Homo sapiens	1
HsCD00585819	Homo sapiens	1
HsCD00585821	Homo sapiens	1
HsCD00585825	Homo sapiens	2
HsCD00585826	Homo sapiens	1
HsCD00585828	Homo sapiens	1
HsCD00585831	Homo sapiens	2
HsCD00585832	Homo sapiens	2
HsCD00585833	Homo sapiens	2
HsCD00585835	Homo sapiens	2
HsCD00585837	Homo sapiens	1
HsCD00585838	Homo sapiens	1
HsCD00585843	Homo sapiens	1
HsCD00585844	Homo sapiens	2
HsCD00585845	Homo sapiens	1
HsCD00585847	Homo sapiens	1
HsCD00585853	Homo sapiens	2
HsCD00585858	Homo sapiens	2
HsCD00585860	Homo sapiens	2
HsCD00585862	Homo sapiens	1
HsCD00585863	Homo sapiens	2
HsCD00585864	Homo sapiens	1
HsCD00585867	Homo sapiens	2
HsCD00585868	Homo sapiens	2
HsCD00586101	Homo sapiens	2
HsCD00586102	Homo sapiens	2
HsCD00586103	Homo sapiens	2
HsCD00586104	Homo sapiens	1
HsCD00586105	Homo sapiens	1
HsCD00586106	Homo sapiens	2
HsCD00586107	Homo sapiens	2
HsCD00586108	Homo sapiens	2
HsCD00586109	Homo sapiens	1
HsCD00588684	Homo sapiens	2
HsCD00588925	Homo sapiens	1
HsCD00588926	Homo sapiens	2
HsCD00588927	Homo sapiens	1
HsCD00588928	Homo sapiens	1
HsCD00588930	Homo sapiens	1
HsCD00588933	Homo sapiens	2
HsCD00588934	Homo sapiens	1
HsCD00588935	Homo sapiens	1
HsCD00588936	Homo sapiens	1
HsCD00588937	Homo sapiens	2
HsCD00588938	Homo sapiens	1
HsCD00588940	Homo sapiens	1
HsCD00588942	Homo sapiens	1
HsCD00588943	Homo sapiens	1
HsCD00588944	Homo sapiens	1
HsCD00588945	Homo sapiens	1
HsCD00588947	Homo sapiens	2
HsCD00588948	Homo sapiens	1
HsCD00588949	Homo sapiens	1
HsCD00588950	Homo sapiens	1
HsCD00588951	Homo sapiens	1
HsCD00588952	Homo sapiens	2
HsCD00588953	Homo sapiens	1
HsCD00588954	Homo sapiens	1
HsCD00588955	Homo sapiens	2
HsCD00588958	Homo sapiens	1
HsCD00588959	Homo sapiens	1
HsCD00588960	Homo sapiens	2
HsCD00588961	Homo sapiens	1
HsCD00588962	Homo sapiens	1
HsCD00588963	Homo sapiens	2
HsCD00588965	Homo sapiens	2
HsCD00588968	Homo sapiens	2
HsCD00588969	Homo sapiens	2
HsCD00588972	Homo sapiens	2
HsCD00588973	Homo sapiens	1
HsCD00588974	Homo sapiens	2
HsCD00588976	Homo sapiens	1
HsCD00588980	Homo sapiens	2
HsCD00589000	Homo sapiens	2
HsCD00589001	Homo sapiens	1
HsCD00589003	Homo sapiens	1
HsCD00589005	Homo sapiens	2
HsCD00589006	Homo sapiens	2
HsCD00589010	Homo sapiens	2
HsCD00589011	Homo sapiens	2
HsCD00589012	Homo sapiens	2
HsCD00589013	Homo sapiens	2
HsCD00589014	Homo sapiens	2
HsCD00589015	Homo sapiens	2
HsCD00589016	Homo sapiens	2
HsCD00589017	Homo sapiens	2
HsCD00589018	Homo sapiens	2
HsCD00589019	Homo sapiens	2
HsCD00589022	Homo sapiens	1
HsCD00589024	Homo sapiens	2
HsCD00589026	Homo sapiens	2
HsCD00589027	Homo sapiens	2
HsCD00589028	Homo sapiens	1
HsCD00589029	Homo sapiens	2
HsCD00589033	Homo sapiens	1
HsCD00589035	Homo sapiens	1
HsCD00589036	Homo sapiens	2
HsCD00589037	Homo sapiens	1
HsCD00589039	Homo sapiens	1
HsCD00589042	Homo sapiens	2
HsCD00589043	Homo sapiens	2
HsCD00589044	Homo sapiens	1
HsCD00589049	Homo sapiens	2
HsCD00589050	Homo sapiens	2
HsCD00589051	Homo sapiens	2
HsCD00589052	Homo sapiens	2
HsCD00589053	Homo sapiens	1
HsCD00589340	Homo sapiens	1
HsCD00589342	Homo sapiens	1
HsCD00589343	Homo sapiens	2
HsCD00589344	Homo sapiens	1
HsCD00589345	Homo sapiens	1
HsCD00589346	Homo sapiens	2
HsCD00589350	Homo sapiens	1
HsCD00589351	Homo sapiens	2
HsCD00589352	Homo sapiens	1
HsCD00589353	Homo sapiens	2
HsCD00589354	Homo sapiens	1
HsCD00589355	Homo sapiens	2
HsCD00589356	Homo sapiens	2
HsCD00589357	Homo sapiens	2
HsCD00589359	Homo sapiens	2
HsCD00589360	Homo sapiens	2
HsCD00589361	Homo sapiens	1
HsCD00589362	Homo sapiens	2
HsCD00589363	Homo sapiens	2
HsCD00589366	Homo sapiens	2
HsCD00589367	Homo sapiens	1
HsCD00589368	Homo sapiens	2
HsCD00589369	Homo sapiens	2
HsCD00589370	Homo sapiens	2
HsCD00589371	Homo sapiens	1
HsCD00589372	Homo sapiens	1
HsCD00589375	Homo sapiens	2
HsCD00589452	Homo sapiens	1
HsCD00589453	Homo sapiens	1
HsCD00589455	Homo sapiens	2
HsCD00589456	Homo sapiens	2
HsCD00589457	Homo sapiens	2
HsCD00589458	Homo sapiens	1
HsCD00589459	Homo sapiens	2
HsCD00589461	Homo sapiens	1
HsCD00589464	Homo sapiens	1
HsCD00589465	Homo sapiens	1
HsCD00589468	Homo sapiens	2
HsCD00589469	Homo sapiens	2
HsCD00589470	Homo sapiens	2
HsCD00589479	Homo sapiens	2
HsCD00589480	Homo sapiens	2
HsCD00589481	Homo sapiens	2
HsCD00589483	Homo sapiens	1
HsCD00589484	Homo sapiens	1
HsCD00589485	Homo sapiens	1
HsCD00589487	Homo sapiens	2
HsCD00589488	Homo sapiens	2
HsCD00589526	Homo sapiens	2
HsCD00589528	Homo sapiens	2
HsCD00589529	Homo sapiens	1
HsCD00589530	Homo sapiens	2
